DATE,NAEXKP01AUQ657S
2005-10-01,0.847639647270577
2006-01-01,0.204879307189962
2006-04-01,0.167938931297719
2006-07-01,1.49815756206461
2006-10-01,1.27906155042046
2007-01-01,1.48909200855894
2007-04-01,0.586954653527751
2007-07-01,1.11608223524016
2007-10-01,0.500481611455047
2008-01-01,1.13133521095184
2008-04-01,0.222516570972524
2008-07-01,0.778599571438436
2008-10-01,-0.483688211780246
2009-01-01,1.033832513619
2009-04-01,0.559651602551857
2009-07-01,0.303639605024309
2009-10-01,0.737187811106775
2010-01-01,0.503527377119197
2010-04-01,0.517838438682359
2010-07-01,0.69433737565992
2010-10-01,1.0211247155476
2011-01-01,-0.269425556490522
2011-04-01,1.17337246321748
2011-07-01,1.34779196763641
2011-10-01,1.14510741930458
2012-01-01,0.935578249511091
2012-04-01,0.753940540824684
2012-07-01,0.57762109546773
2012-10-01,0.558495002939444
2013-01-01,0.271678387812293
2013-04-01,0.455408434487591
2013-07-01,0.792315345897217
2013-10-01,0.819717744179361
2014-01-01,0.695222713648386
2014-04-01,0.545998789317397
2014-07-01,0.473110225675471
2014-10-01,0.372506694032588
2015-01-01,0.856946768704269
2015-04-01,0.135396518375234
2015-07-01,1.07030400916007
2015-10-01,0.562297082594614
2016-01-01,0.899407416905558
2016-04-01,0.711659783052686
2016-07-01,0.159082100785028
2016-10-01,0.984697481676151
2017-01-01,0.345304636661533
2017-04-01,0.622295633718097
2017-07-01,1.0173597627705
2017-10-01,0.490342759417516
2018-01-01,0.910043296065096
2018-04-01,0.732109202520058
2018-07-01,0.349174852568239
2018-10-01,0.162793224903966
2019-01-01,0.495031601609118
2019-04-01,0.60224641086539
2019-07-01,0.551296915472737
2019-10-01,0.526510736340738
